_id,pin,address,start_year,approved_date,program_name,num_years,abatement_amount,neighborhood,council_district,ward,dpw_streets,dpw_enviro,dpw_parks,police_zone,fire_zone,longitude,latitude
12174,0002A00127100900,350 OLIVER AVE UNIT 1009,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9986743708151,40.44077654464044
12175,0002A00127101000,350 OLIVER AVE UNIT 1010,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9986227984626,40.44075713447538
12176,0002A00127110100,350 OLIVER AVE UNIT 1101,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99857122958166,40.44073773665873
12177,0002A00127110200,350 OLIVER AVE UNIT 1102,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9985196568193,40.44071833540502
12178,0002A00127110300,350 OLIVER AVE UNIT 1103,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99846809329759,40.44069893674218
12179,0002A00127110400,350 OLIVER AVE UNIT 1104,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99841651571201,40.4406794649906
12180,0002A00127110500,350 OLIVER AVE UNIT 1105,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9984430497938,40.440640491786404
12181,0002A00127110600,350 OLIVER AVE UNIT 1106,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99849461476879,40.440659978788034
12182,0002A00127110700,350 OLIVER AVE UNIT 1107,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99854618857638,40.440679375001615
12183,0002A00127110800,350 OLIVER AVE UNIT 1108,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99859775891547,40.4406987762345
12184,0002A00127110900,350 OLIVER AVE UNIT 1109,2023,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99864933941507,40.44071817957579
12185,0002A00127111000,350 OLIVER AVE UNIT 1110,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99870090022232,40.44073758174385
12186,0002A00127120100,350 OLIVER AVE UNIT 1201,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99875247807284,40.44075698063782
12187,0002A00127120200,350 OLIVER AVE UNIT 1202,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99880404795151,40.44077638579485
12188,0002A00127120300,350 OLIVER AVE UNIT 1203,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99885560993586,40.44079577954991
12189,0002A00127120400,350 OLIVER AVE UNIT 1204,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99890718122106,40.44081519165208
12190,0002A00127120500,350 OLIVER AVE UNIT 1205,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99895874442221,40.44083459195553
12191,0002A00127120600,350 OLIVER AVE UNIT 1206,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9989852840336,40.44079562962412
12192,0002A00127120700,350 OLIVER AVE UNIT 1207,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99893371576312,40.440776230225715
12193,0002A00127120800,350 OLIVER AVE UNIT 1208,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99888214818289,40.44075682995762
12194,0002A00127120900,350 OLIVER AVE UNIT 1209,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99883057173054,40.44073742732356
12195,0002A00127121000,350 OLIVER AVE UNIT 1210,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99877900160769,40.44071802647341
12196,0002A00127130300,350 OLIVER AVE UNIT 1303,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99872743947942,40.440698620205545
12197,0002A00127130400,350 OLIVER AVE UNIT 1304,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99867587327545,40.44067921902682
12198,0002A00127130500,350 OLIVER AVE UNIT 1305,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99862429850572,40.44065981169255
12199,0002A00127130600,350 OLIVER AVE UNIT 1306,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9985727321269,40.44064040687731
12200,0002A00127130700,350 OLIVER AVE UNIT 1307,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99852114907212,40.44062101005887
12201,0002A00127130800,350 OLIVER AVE UNIT 1308,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99846956282947,40.44060153204426
12202,0002A00127130900,350 OLIVER AVE UNIT 1309,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99849608710693,40.44056256280871
12203,0002A00127140100,350 OLIVER AVE UNIT 1401,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99854768719358,40.44058204484205
12204,0002A00127140200,350 OLIVER AVE UNIT 1402,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99859926536395,40.44060145288398
12205,0002A00127140300,350 OLIVER AVE UNIT 1403,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99865082992015,40.44062085562313
12206,0002A00127140400,350 OLIVER AVE UNIT 1404,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99870239690782,40.44064026162386
12207,0002A00127140500,350 OLIVER AVE UNIT 1405,2023,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9987539724794,40.44065966195735
12208,0002A00127140600,350 OLIVER AVE UNIT 1406,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99880553703474,40.44067906231145
12209,0002A00127150100,350 OLIVER AVE UNIT 1501,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99890868724404,40.44071786501603
12210,0002A00127150200,350 OLIVER AVE UNIT 1502,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99896024877044,40.44073726103518
12211,0002A00127150300,350 OLIVER AVE UNIT 1503,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99901182476073,40.44075666559822
12212,0002A00127150400,350 OLIVER AVE UNIT 1504,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99903835850105,40.440717710236456
12213,0002A00127150500,350 OLIVER AVE UNIT 1505,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9989867805328,40.440698304196836
12214,0002A00127150600,350 OLIVER AVE UNIT 1506,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9989352189835,40.44067891058017
12215,0002A00127150800,350 OLIVER AVE UNIT 1508,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99888364772154,40.44065950036566
12216,0002A00127160100,350 OLIVER AVE UNIT 1601,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9988320805397,40.440640101923094
12217,0002A00127160300,350 OLIVER AVE UNIT 1603,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9987804989827,40.4406207019426
12218,0002A00127160400,350 OLIVER AVE UNIT 1604,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99872893742067,40.44060128847207
12219,0002A00127160500,350 OLIVER AVE UNIT 1605,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99867736801116,40.44058188914153
12220,0002A00127160600,350 OLIVER AVE UNIT 1606,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99862579715544,40.440562493568926
12221,0002A00127160700,350 OLIVER AVE UNIT 1607,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99857423213359,40.44054309064305
12222,0002A00127160800,350 OLIVER AVE UNIT 1608,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99852260312629,40.44052362971988
12223,0002E00012000000,431 SMITHFIELD ST,,2017-12-19,LOCAL ECONOMIC STIMULUS,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99919390848277,40.43986042623069
12224,0002E00012000100,441 SMITHFIELD ST,,2017-12-19,LOCAL ECONOMIC STIMULUS,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99904345720817,40.439839349742044
12225,0002E00012000200,431 SMITHFIELD ST,,2017-12-19,LOCAL ECONOMIC STIMULUS,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9991610578823,40.43965551762919
12226,0022C00112000000,1010 MORRISON ST,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,21,1,Northern,Riverview,1,1-9,-80.02225815111468,40.460451740276845
12227,0022C00181000000,1027 MORRISON ST,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,21,1,Northern,Riverview,1,1-9,-80.02262678632461,40.46005253337832
12228,0022G00018000000,1930 SEDGWICK ST,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,21,1,Northern,Riverview,1,1-9,-80.0239647738749,40.46000934001569
12229,0022G00056000000,1008 LAMONT ST,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,21,1,Northern,Riverview,1,1-9,-80.02201573027882,40.46002379784688
12230,0022G00057000000,1006 LAMONT ST,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,21,1,Northern,Riverview,1,1-9,-80.02196320787573,40.46003223395482
12231,0022K00322000000,1517 MANHATTAN ST,2021,2017-12-29,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02694864089564,40.4555653721066
12232,0023M00084000000,1204 JAMES ST,2018,2017-12-29,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00158771267668,40.45707473178313
12233,0023S00162000000,514 E OHIO ST,2022,2017-12-29,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00019958681827,40.45380239660034
12234,0023S00240000000,710 CEDAR AVE,,2017-12-29,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00147494141225,40.45367632046246
12235,0023S00243000000,712 CEDAR AVE,,2017-12-29,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00146785021822,40.45372255015889
12236,0024N00004000000,812 MIDDLE ST,2020,2017-12-29,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-79.99928621415171,40.45496052277026
12237,0024N00005000000,808 MIDDLE ST,2020,2017-12-29,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-79.99923477669272,40.45487528279904
12238,0024N00006000000,806 MIDDLE ST,2018,2017-12-29,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-79.99924835827504,40.45483786259522
12239,0022H00042000A00,918 CALIFORNIA AVE,2019,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-9,-80.01987075837249,40.459287911187914
12240,0022H00057000000,856 CALIFORNIA AVE,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-9,-80.01888564049437,40.45951243645652
12241,0022H00065000000,842 CALIFORNIA AVE,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-9,-80.01836097743914,40.45960777055641
12242,0022H00176000000,1737 MCCULLOUGH ST,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-21,-80.01717829092252,40.459303657847606
12243,0022H00183000000,1740 BRIGHTON PL,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-21,-80.01732158646024,40.45938204070745
12244,0022H00200000000,1706 BRIGHTON PL,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-21,-80.01704033433015,40.458525943943364
12245,0022H00201000000,1704 BRIGHTON PL,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-21,-80.01702809727762,40.45847447532763
12246,0022H00204000000,1616 BRIGHTON PL,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-21,-80.01697146717713,40.45831238863529
12247,0022H00210000000,1604 BRIGHTON PL,2019,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-21,-80.01687228645311,40.45800138184286
12248,0022H00212000000,1600 BRIGHTON PL,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-21,-80.01683242627945,40.45789227787639
12249,0022H00215000000,1534 BRIGHTON PL,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-21,-80.01676950658393,40.457688364981536
12250,0022H00220000000,1603 BRIGHTON PL,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-21,-80.01738929553706,40.45784762380297
12251,0022H00224000000,1611 BRIGHTON PL,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-21,-80.0175991930886,40.4580481620869
12252,0022H00226000000,1615 BRIGHTON PL,2019,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-21,-80.01753827074464,40.45817373525434
12253,0022H00227000000,1617 BRIGHTON PL,2019,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-21,-80.01755575891225,40.458226977179315
12254,0022H00229000000,1701 BRIGHTON PL,2019,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-21,-80.01768050988476,40.45831626766189
12255,0022H00232000000,1707 BRIGHTON PL,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-21,-80.01773493726505,40.458475085592575
12256,0022H00240000000,1712 MARQUIS WAY,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-21,-80.01796531368835,40.458666102830705
12257,0022M00027000000,1520 BRIGHTON PL,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-21,-80.0166356251311,40.45730216278731
12258,0022M00037000000,1521 BRIGHTON PL,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-21,-80.01719175660051,40.457200731666
12259,0022M00048000000,1530 MARQUIS WAY,2019,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-21,-80.01758559120377,40.45743495708724
12260,0045S00144000000,627 CHAUTAUQUA ST,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01735525396931,40.46385750178028
12261,0045S00149000000,635 CHAUTAUQUA ST,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01762005681502,40.463726627662105
12262,0023J00186000000,714 N TAYLOR AVE,,2017-12-28,ACT42 RESIDENTIAL,3,86750,Central Northside,1,22,1,Northern,Riverview,1,1-21,-80.01494576459258,40.45616421226046
12263,0023J00188000000,710 N TAYLOR AVE,,2017-12-28,ACT42 RESIDENTIAL,3,86750,Central Northside,1,22,1,Northern,Riverview,1,1-21,-80.01480074266821,40.4561897522122
12264,0023J00214000000,514 N TAYLOR AVE,,2017-12-28,ACT42 RESIDENTIAL,3,86750,Central Northside,1,22,1,Northern,Riverview,1,1-21,-80.01284069823595,40.456558811686925
12265,0023J00215000000,512 N TAYLOR AVE,,2017-12-28,ACT42 RESIDENTIAL,3,86750,Central Northside,1,22,1,Northern,Riverview,1,1-21,-80.01276885597376,40.45657443842821
12266,0023K00125000000,411 N TAYLOR AVE,,2017-12-28,ACT42 RESIDENTIAL,3,86750,Central Northside,1,22,1,Northern,Riverview,1,1-21,-80.01160898346384,40.45646826532901
12267,0023K00175000000,1225 SHERMAN AVE,,2017-12-28,ACT42 RESIDENTIAL,3,86750,Central Northside,1,22,1,Northern,Riverview,1,1-21,-80.01027416059362,40.456156896992816
12268,0047M00251000000,1747 COWLEY ST,,2017-12-07,ACT42 RESIDENTIAL,3,86750,Troy Hill,1,24,1,Northern,Riverview,1,1-2,-79.98357597598687,40.46650388740967
12269,0023E00194000000,608 ARMANDALE ST,,2017-12-28,ACT42 RESIDENTIAL,3,86750,Central Northside,6,25,1,Northern,Riverview,1,1-21,-80.01430638592056,40.458345801367464
12270,0023E00236000000,1527 GARFIELD AVE,,2017-12-28,ACT42 RESIDENTIAL,3,86750,Central Northside,6,25,1,Northern,Riverview,1,1-21,-80.01268501012187,40.45815998189951
12271,0023E00254000000,521 ARMANDALE ST,,2017-12-28,ACT42 RESIDENTIAL,3,86750,Central Northside,6,25,1,Northern,Riverview,1,1-21,-80.01331067265009,40.458167596054714
12272,0023F00318000000,214 JACKSONIA ST,,2017-12-28,ACT42 RESIDENTIAL,3,86750,Central Northside,6,25,1,Northern,Riverview,1,1-21,-80.01008790887644,40.45794645048506
12273,0023J00041000000,616 JACKSONIA ST,,2017-12-28,ACT42 RESIDENTIAL,3,86750,Central Northside,6,25,1,Northern,Riverview,1,1-21,-80.01422161388068,40.457222990227
12274,0023J00133000000,1416 BUENA VISTA ST,,2017-12-28,ACT42 RESIDENTIAL,3,86750,Central Northside,6,25,1,Northern,Riverview,1,1-21,-80.01426961265462,40.45693191197926
12275,0023K00007000000,403 JACKSONIA ST,,2017-12-28,ACT42 RESIDENTIAL,3,86750,Central Northside,6,25,1,Northern,Riverview,1,1-21,-80.01153259705936,40.45732226839052
12276,0049F00010000000,4045 BUTLER ST,,2017-02-22,LOCAL ECONOMIC STIMULUS,10,250000,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.96173678406683,40.469549364307795
12277,0049M00127000000,4552 PENN AVE,2018,2017-02-22,ACT42 RESIDENTIAL,3,86750,Bloomfield,7,9,2,Central,Highland,5,3-6,-79.95042782626142,40.46582639076719
12278,0056L00020000000,5014 GLENWOOD AVE,2018,2017-02-07,ACT42 ENHANCED RESIDENTIAL,10,250000,Hazelwood,5,15,3,Eastern,Frick,4,2-13,-79.94039711541757,40.40879144009729
12279,0056L00216000000,430 E ELIZABETH ST,,2017-02-07,ACT42 ENHANCED RESIDENTIAL,10,250000,Hazelwood,5,15,3,Eastern,Frick,4,2-13,-79.93749961820568,40.40737569774653
12280,0115D00148000000,34 BONVUE ST,,2017-02-10,ACT42 RESIDENTIAL,3,86750,Perry North,1,26,1,Northern,Riverview,1,1-15,-80.01709757780998,40.490344160213596
12281,0115D00165000000,115 BONVUE ST,,2017-02-10,ACT42 RESIDENTIAL,3,86750,Perry North,1,26,1,Northern,Riverview,1,1-15,-80.01626293439074,40.48983578773198
12282,0115D00167000000,111 BONVUE ST,,2017-02-10,ACT42 RESIDENTIAL,3,86750,Perry North,1,26,1,Northern,Riverview,1,1-15,-80.01652771756986,40.4898577623945
12283,0115D00178000000,29 BONVUE ST,,2017-02-10,ACT42 RESIDENTIAL,3,86750,Perry North,1,26,1,Northern,Riverview,1,1-15,-80.01732862960166,40.48994652067599
12284,0115D00182000000,23 BONVUE ST,2018,2017-02-10,ACT42 RESIDENTIAL,3,86750,Perry North,1,26,1,Northern,Riverview,1,1-15,-80.01761752916256,40.48997080030946
12285,0003M00210000000,1308 SARAH ST,2018,2017-02-03,ACT42 RESIDENTIAL,3,86750,South Side Flats,3,17,4,Southern,Schenley,3,4-24,-79.9848811775108,40.427497156598236
12286,0014A00038000000,84 CRAIGHEAD ST,,2017-02-07,ACT42 RESIDENTIAL,3,86750,Mount Washington,3,18,4,Southern,Emerald,3,4-5,-79.99867090194688,40.42278956934973
12287,0006J00003000000,497 BRADLEY ST,,2017-02-07,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02932136468527,40.436118347459626
12288,0026P00138000000,713 CLARISSA ST,2012,2010-05-13,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Hill,6,5,3,Central,Schenley,2,2-22,-79.9609156269813,40.45399119453571
12289,0012A00038000000,1843 MERRIMAN WAY,2017,2010-05-11,ACT42 RESIDENTIAL,3,86750,South Side Flats,3,17,4,Southern,Schenley,3,4-24,-79.97927522105941,40.4310338031598
12290,0012A00040000000,1847 MERRIMAN WAY,2018,2010-05-11,ACT42 RESIDENTIAL,3,86750,South Side Flats,3,17,4,Southern,Schenley,3,4-24,-79.9791739811921,40.43102166589828
12291,0012A00042000000,24 S 19TH ST,2018,2010-05-11,ACT42 RESIDENTIAL,3,86750,South Side Flats,3,17,4,Southern,Schenley,3,4-24,-79.97907154605443,40.4310354748775
12292,0012A00046000000,121 MERRIMAN MEWS,2013,2010-05-11,ACT42 RESIDENTIAL,3,86750,South Side Flats,3,17,4,Southern,Schenley,3,4-24,-79.97917254164997,40.4312268706666
12293,0012A00048000000,113 MERRIMAN MEWS,2017,2010-05-11,ACT42 RESIDENTIAL,3,86750,South Side Flats,3,17,4,Southern,Schenley,3,4-24,-79.97934658143738,40.431233112179186
12294,0012A00049000000,109 MERRIMAN MEWS,2017,2010-05-11,ACT42 RESIDENTIAL,3,86750,South Side Flats,3,17,4,Southern,Schenley,3,4-24,-79.97943290957116,40.431238077788834
12295,0036C00090000000,1230 KIRSOPP AVE,2013,2010-05-06,ACT42 RESIDENTIAL,3,86750,Banksville,2,20,5,Northern,Emerald,6,4-9,-80.03848593804295,40.41194762286504
12296,0007B00271000000,1339 W NORTH AVE,2013,2010-05-06,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02553085216682,40.451987937715856
12297,0023H00186000000,1344 JAMES ST,2012,2010-05-06,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00188824831423,40.458152190735014
12298,0023H00187000000,1340 JAMES ST,2014,2010-05-06,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00187045322808,40.458100412408676
12299,0023H00188000000,1336 JAMES ST,2013,2010-05-06,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00185241118898,40.45804827171836
12300,0023H00189000000,1332 JAMES ST,2013,2010-05-06,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00183338292345,40.457996874460484
12301,0023H00191000000,1330 JAMES ST,2013,2010-05-06,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00181624461374,40.45794507702517
12302,0024J00068000000,608 SUISMON ST,2018,2016-03-29,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-79.99928577921429,40.45563950609968
12303,0011K00123000000,1927 FORBES AVE,,2016-03-23,ACT42 ENHANCED RESIDENTIAL,10,250000,Bluff,6,1,3,Central,Schenley,2,2-1,-79.97840524152423,40.437613667539416
12304,0080H00155000000,5229 DUNCAN ST,2021,2016-03-29,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95099154609014,40.47914868502628
12305,0120N00338000000,212 57TH ST,2018,2016-03-16,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94552743248573,40.484166084746896
12306,0049N00276000000,324 37TH ST,2017,2016-03-18,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-6,-79.96248005201659,40.463600518579725
12307,0083F00185000000,5627 HAYS ST,2017,2016-03-01,ACT42 RESIDENTIAL,3,86750,East Liberty,9,11,2,Central,Highland,5,3-8,-79.92576360263226,40.46951676246903
12308,0006K00003000000,461 BRADLEY ST,2017,2016-03-18,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02872618546724,40.43657175727259
