_id,pin,address,start_year,approved_date,program_name,num_years,abatement_amount,neighborhood,council_district,ward,dpw_streets,dpw_enviro,dpw_parks,police_zone,fire_zone,longitude,latitude
11822,0075B00099000000,1713 TERMON AVE,,2019-12-03,ACT42 RESIDENTIAL,3,86750,Brighton Heights,1,27,1,Northern,Riverview,1,1-14,-80.04268509336251,40.48187433765491
11823,0014A00101000000,111 CRAIGHEAD ST,2021,2019-12-17,ACT42 RESIDENTIAL,3,86750,Mount Washington,3,18,5,Southern,Emerald,3,4-5,-79.99825455433263,40.42181512845068
11824,0055M00317000000,549 BLACKSTONE ST,2021,2019-12-19,ACT42 ENHANCED RESIDENTIAL,10,250000,Hazelwood,5,15,3,Eastern,Frick,4,2-12,-79.93524113824189,40.41640022569556
11825,0009G00170000000,1415 SMALLMAN ST,,2019-12-19,LOCAL ECONOMIC STIMULUS,10,250000,Strip District,7,2,6,Central,Highland,2,2-3,-79.99035520553825,40.44859431118075
11826,0009G00201000000,1415 SMALLMAN ST,,2019-12-13,LOCAL ECONOMIC STIMULUS,10,250000,Strip District,7,2,6,Central,Highland,2,2-3,-79.99100612416734,40.44817908142504
11827,0080C00164000000,5246 HARRISON ST,2021,2019-07-25,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95429764151474,40.48154882814198
11828,0080C00165000000,5244 HARRISON ST,2022,2019-07-25,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95432751899523,40.48152023784834
11829,0080D00234000000,5324 KEYSTONE ST,,2019-07-02,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.950009781889,40.48138482491237
11830,0009G00009000000,1410 SMALLMAN ST,2016,2014-09-03,RESIDENTIAL LERTA,10,150000,Strip District,7,2,6,Central,Highland,2,2-3,-79.98989789883228,40.44802409350982
11831,0026D00206000000,424 SAPPHIRE WAY,,2014-09-12,ACT42 RESIDENTIAL,3,86750,Bloomfield,7,8,2,Central,Highland,5,3-1,-79.95166812070485,40.460506639227354
11832,0080P00154000000,4518 PLUMMER ST,2018,2014-09-23,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.96021439300996,40.47353977196618
11833,0080D00045000B00,5231 CARNEGIE ST,2015,2014-09-29,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9532061270315,40.48068395177198
11834,0080D00062000000,5255 CARNEGIE ST,2016,2014-09-29,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95246635155142,40.481448194224
11835,0080D00321000000,523 53RD ST,2015,2014-09-22,ACT42 RESIDENTIAL,3,86750,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95020611742301,40.48069159334812
11836,0120K00150000000,6002 BUTLER ST,2015,2014-09-08,ACT42 RESIDENTIAL,3,86750,Stanton Heights,7,10,2,Central,Highland,5,3-5,-79.94288763293572,40.486147138751925
11837,0006J00043000000,372 BRADLEY ST,2016,2014-09-16,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02884226412316,40.438010317665885
11838,0083F00186000000,5629 HAYS ST,2017,2015-03-11,ACT42 RESIDENTIAL,3,86750,East Liberty,9,11,2,Central,Highland,5,3-8,-79.92570373538395,40.469491198174985
11839,0083F00187000000,5631 HAYS ST,,2015-03-11,ACT42 RESIDENTIAL,3,86750,East Liberty,9,11,2,Central,Highland,5,3-8,-79.92564538716928,40.46947151278596
11840,0083F00252000000,619 N SAINT CLAIR ST,2017,2015-03-11,ACT42 RESIDENTIAL,3,86750,East Liberty,9,11,2,Central,Highland,5,3-8,-79.92539785370916,40.46896471774323
11841,0004E00122000000,353 WOODRUFF ST,2017,2015-03-19,ACT42 RESIDENTIAL,3,86750,Mount Washington,2,19,5,Southern,Emerald,3,4-27,-80.01301388998012,40.43026212927295
11842,0004E00124000000,355 WOODRUFF ST,2017,2015-03-19,ACT42 RESIDENTIAL,3,86750,Mount Washington,2,19,5,Southern,Emerald,3,4-27,-80.0130931771439,40.4302290244621
11843,0029J00200000000,2915 SIDNEY ST,2016,2015-03-26,RESIDENTIAL LERTA,10,150000,South Side Flats,3,16,4,Southern,Schenley,3,4-24,-79.96263606355171,40.42632765799149
11844,0029J00200000000,2915 SIDNEY ST,2016,2015-03-26,LOCAL ECONOMIC STIMULUS,10,250000,South Side Flats,3,16,4,Southern,Schenley,3,4-24,-79.96263606355171,40.42632765799149
11845,0024J00275000000,850 TRIPOLI ST,2017,2015-03-05,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-5,-79.99578537714962,40.457101795274816
11846,0024J00300000000,828 TRIPOLI ST,,2015-03-24,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-5,-79.99663419986122,40.45691283550559
11847,0024N00010000000,614 FORELAND ST,2016,2015-03-31,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-79.99889705112689,40.454907388439445
11848,0024N00012000000,616 FORELAND ST,2016,2015-03-31,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-79.99884344407138,40.45492372410864
11849,0024N00304000000,616 LOCKHART ST,,2015-03-05,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-20,-79.99824612770497,40.45291971574447
11850,0023S00255000000,408 FORELAND ST,2020,2015-07-27,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00163012445277,40.4543108148959
11851,0024N00015000000,629 SHAWANO ST,2018,2015-07-17,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-79.99879169377554,40.45500191983027
11852,0011K00022000100,2010 5TH AVE UNIT 1,2018,2015-07-16,ACT42 ENHANCED RESIDENTIAL,10,250000,Bluff,6,1,3,Central,Schenley,2,2-1,-79.97715325362236,40.437955131749824
11853,0011K00022000200,2010 5TH AVE UNIT 2,2018,2015-07-16,ACT42 ENHANCED RESIDENTIAL,10,250000,Bluff,6,1,3,Central,Schenley,2,2-1,-79.97714966729013,40.4380159778771
11854,0011K00022000300,2010 5TH AVE UNIT 3,2018,2015-07-16,ACT42 ENHANCED RESIDENTIAL,10,250000,Bluff,6,1,3,Central,Schenley,2,2-1,-79.97714632020345,40.43807562731482
11855,0025J00102000000,2645 RAILROAD ST,2017,2015-07-15,RESIDENTIAL LERTA,10,150000,Strip District,7,2,6,Central,Highland,2,2-25,-79.97983810138565,40.45717045736284
11856,0025J00102000000,2645 RAILROAD ST,2017,2015-07-15,LOCAL ECONOMIC STIMULUS,10,250000,Strip District,7,2,6,Central,Highland,2,2-25,-79.97983810138565,40.45717045736284
11857,0025C00241000000,3147 PENN AVE,2016,2015-07-27,LOCAL ECONOMIC STIMULUS,10,250000,Strip District,7,6,6,Central,Highland,2,3-2,-79.97045302787839,40.46078013353551
11858,0025C00243000000,3179 PENN AVE,2016,2015-07-27,LOCAL ECONOMIC STIMULUS,10,250000,Strip District,7,6,6,Central,Highland,2,3-2,-79.97032526859441,40.46086469566154
11859,0080P00156000000,4522 PLUMMER ST,2016,2015-07-14,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.96018180143378,40.47366565966312
11860,0003L00144000000,1028 SARAH ST,2018,2015-07-13,ACT42 RESIDENTIAL,3,86750,South Side Flats,3,17,4,Southern,Schenley,3,4-24,-79.98790537736329,40.4275363869239
11861,0003L00145000000,1026 SARAH ST,2018,2015-07-13,ACT42 RESIDENTIAL,3,86750,South Side Flats,3,17,4,Southern,Schenley,3,4-24,-79.98798580324956,40.42753589409613
11862,0006J00021000000,438 BRADLEY ST,2017,2015-07-14,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02911935506938,40.43705613623431
11863,0006J00023000000,432 BRADLEY ST,2017,2015-07-14,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02908881839029,40.437145077862475
11864,0006J00029000000,414 BRADLEY ST,2017,2015-07-14,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02901373133938,40.43741618889423
11865,0088M00054000000,1646 SHELBURNE LN,2017,2015-07-06,ACT42 RESIDENTIAL,3,86750,Squirrel Hill South,5,14,3,Eastern,Frick,4,2-20,-79.91796631377642,40.41675658449202
11866,0049J00216000000,3710 BUTLER ST,2013,2011-12-12,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96426062466891,40.466404973287084
11867,0025N00080011100,2434 SMALLMAN ST UNIT 111,2012,2011-12-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98063137652441,40.45442713666008
11868,0025N00080011200,2434 SMALLMAN ST UNIT 112,2012,2011-12-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98068115427135,40.45439244953005
11869,0025N00080011300,2434 SMALLMAN ST UNIT 113,2013,2011-12-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98072897127852,40.45435919606662
11870,0025N00080011400,2434 SMALLMAN ST UNIT 114,2012,2011-12-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98077687472835,40.45432592648645
11871,0025N00080011700,2434 SMALLMAN ST UNIT 117,2012,2011-12-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98082459368693,40.454292723311895
11872,0025N00080011800,2434 SMALLMAN ST UNIT 118,2012,2011-12-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98087204890344,40.45425971485512
11873,0025N00080021100,2434 SMALLMAN ST UNIT 211,2012,2011-12-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98092000181947,40.4542263790111
11874,0025N00080021200,2434 SMALLMAN ST UNIT 212,2012,2011-12-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.9809681758541,40.45419290898058
11875,0025N00080021300,2434 SMALLMAN ST UNIT 213,2012,2011-12-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98101607890169,40.45415957796721
11876,0025N00080021400,2434 SMALLMAN ST UNIT 214,2014,2011-12-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98106395263969,40.45412624489384
11877,0025N00080021500,2434 SMALLMAN ST UNIT 215,2012,2011-12-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98101502222237,40.45408593457558
11878,0025N00080021700,2434 SMALLMAN ST UNIT 217,2012,2011-12-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98091889903493,40.45415280239783
11879,0025N00080021800,2434 SMALLMAN ST UNIT 218,2012,2011-12-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98087081427497,40.45418622206642
11880,0025N00080021900,2434 SMALLMAN ST UNIT 219,2012,2011-12-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98082276224191,40.45421958246025
11881,0025N00080022000,2434 SMALLMAN ST UNIT 220,2012,2011-12-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.9807752102173,40.454252645145665
11882,0025N00080022100,2434 SMALLMAN ST UNIT 221,2012,2011-12-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98072760547393,40.45428576008033
11883,0025N00080022200,2434 SMALLMAN ST UNIT 222,2011,2011-12-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98067974364665,40.454318967870556
11884,0025N00080021600,2434 SMALLMAN ST UNIT 216,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98096683104144,40.45411946733702
11885,0025N00080031400,2434 SMALLMAN ST UNIT 314,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.9806318190904,40.45435228721862
11886,0025N00080031500,2434 SMALLMAN ST UNIT 315,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98058239410474,40.45438672201732
11887,0025N00080031600,2434 SMALLMAN ST UNIT 316,2011,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98053343264407,40.45434636635489
11888,0025N00080031700,2434 SMALLMAN ST UNIT 317,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98058252622225,40.45431213849938
11889,0025N00080031900,2434 SMALLMAN ST UNIT 319,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98067835259701,40.454245600073705
11890,0025N00080032000,2434 SMALLMAN ST UNIT 320,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98072584200922,40.45421256712111
11891,0025N00080032100,2434 SMALLMAN ST UNIT 321,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98077348981921,40.45417944065742
11892,0025N00080032200,2434 SMALLMAN ST UNIT 322,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98082158443586,40.454146038672505
11893,0025N00080041100,2434 SMALLMAN ST UNIT 411,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98086961660321,40.45411267616889
11894,0025N00080041200,2434 SMALLMAN ST UNIT 412,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98091755340913,40.45407932833926
11895,0025N00080041300,2434 SMALLMAN ST UNIT 413,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98096607069881,40.45404557648166
11896,0025N00080041400,2434 SMALLMAN ST UNIT 414,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98091768296338,40.454005732194545
11897,0025N00080041500,2434 SMALLMAN ST UNIT 415,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98086878011281,40.45403962343847
11898,0025N00080041600,2434 SMALLMAN ST UNIT 416,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98082074588974,40.45407290197441
11899,0025N00080041700,2434 SMALLMAN ST UNIT 417,2013,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98077270144418,40.4541061653009
11900,0025N00080041800,2434 SMALLMAN ST UNIT 418,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98072443991398,40.45413954085163
11901,0025N00080041900,2434 SMALLMAN ST UNIT 419,2011,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98067663419378,40.45417265258787
11902,0025N00080042000,2434 SMALLMAN ST UNIT 420,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98062918763814,40.45420553168033
11903,0025N00080042100,2434 SMALLMAN ST UNIT 421,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98058134357979,40.454238600464606
11904,0025N00080042200,2434 SMALLMAN ST UNIT 422,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98053317114118,40.45427197128978
11905,0025N00080051100,2434 SMALLMAN ST UNIT 511,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98048431968606,40.454305881278934
11906,0025N00080051200,2434 SMALLMAN ST UNIT 512,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98043543103205,40.45426550633519
11907,0025N00080051300,2434 SMALLMAN ST UNIT 513,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.9804839022062,40.45423179902524
11908,0025N00080051400,2434 SMALLMAN ST UNIT 514,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98053215488477,40.454198350842375
11909,0025N00080051500,2434 SMALLMAN ST UNIT 515,2013,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98057989119194,40.45416529933196
11910,0025N00080051600,2434 SMALLMAN ST UNIT 516,2013,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.9806272012963,40.45413245908948
11911,0025N00080051700,2434 SMALLMAN ST UNIT 517,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.9806750625111,40.4540992715373
11912,0025N00080051800,2434 SMALLMAN ST UNIT 518,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98072333149129,40.454065824948614
11913,0025N00080051900,2434 SMALLMAN ST UNIT 519,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98077129136736,40.454032584690694
11914,0025N00080052000,2434 SMALLMAN ST UNIT 520,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98081929403288,40.453999276146746
11915,0025N00080052100,2434 SMALLMAN ST UNIT 521,2013,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98086847681576,40.45396512993298
11916,0025N00080052200,2434 SMALLMAN ST UNIT 522,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98081952911106,40.453924845084536
11917,0025N00080061100,2434 SMALLMAN ST UNIT 611,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98077006971107,40.4539592335345
11918,0025N00080061200,2434 SMALLMAN ST UNIT 612,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.9807221088523,40.453992591203516
11919,0025N00080061500,2434 SMALLMAN ST UNIT 615,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98067426118973,40.45402581073792
11920,0025N00080061600,2434 SMALLMAN ST UNIT 616,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98062595208708,40.45405936164398
11921,0025N00080061800,2434 SMALLMAN ST UNIT 618,2013,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98057809047086,40.4540926264866
11922,0025N00080061900,2434 SMALLMAN ST UNIT 619,2012,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98053091865178,40.45412541033708
11923,0025N00080062200,2434 SMALLMAN ST UNIT 622,2013,2011-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.9804832630481,40.45415846961203
11924,0025N00013000000,2404 RAILROAD ST,2014,2011-12-19,RESIDENTIAL LERTA,10,150000,Strip District,7,2,6,Central,Highland,2,2-25,-79.98163521166167,40.45481377392404
11925,0139F00145000000,102 AIDAN CT,,2010-04-22,ACT42 RESIDENTIAL,3,86750,Brookline,4,32,4,Southern,Emerald,6,4-25,-80.01159555244865,40.38170626320905
11926,0025N00080000000,2434 SMALLMAN ST,,2010-04-22,COMMERCIAL LERTA,5,50000,Strip District,7,2,6,Central,Highland,2,2-25,-79.980728036233,40.45417694044542
11927,0025N00080000000,2434 SMALLMAN ST,,2010-04-22,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.980728036233,40.45417694044542
11928,0025N00080000P00,2434 SMALLMAN ST UNIT PH,2014,2010-04-22,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98038688998076,40.45422554265733
11929,0025N00080119C00,2434 SMALLMAN ST UNIT 119,2013,2010-04-22,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98043500313655,40.45419202746118
11930,0080C00077000100,5202 BUTLER ST UNIT 1,2009,2010-04-08,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95417065434275,40.48045307723722
11931,0080C00077000200,5202 BUTLER ST UNIT 2,2009,2010-04-08,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95421316813372,40.48047491173053
11932,0080G00265000000,5113 KEYSTONE ST,2011,2010-04-06,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9539913624231,40.47775232433201
11933,0027R00110000000,5126 BIGELOW BLVD,2020,2017-04-25,RESIDENTIAL LERTA,10,150000,North Oakland,8,4,3,Central,Schenley,4,2-7,-79.95485998395954,40.445158701078185
11934,0027R00110000000,5126 BIGELOW BLVD,2020,2017-04-25,LOCAL ECONOMIC STIMULUS,10,250000,North Oakland,8,4,3,Central,Schenley,4,2-7,-79.95485998395954,40.445158701078185
11935,0025N00030040100,2419 SMALLMAN ST UNIT 401,2017,2017-04-11,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98100154159943,40.45469237947476
11936,0049P00246000000,339 39TH ST,2018,2017-04-28,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-6,-79.9594268985373,40.463311830404066
11937,0049P00247000000,337 39TH ST,2018,2017-04-28,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-6,-79.95944129900822,40.463363443563864
11938,0080D00136000000,5214 CARNEGIE ST,2018,2017-04-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9531749283303,40.480163340418244
11939,0080K00172000000,4724 HATFIELD ST,2019,2017-04-03,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-5,-79.9592514611882,40.475992893747915
11940,0080P00291000000,302 47TH ST,2018,2017-04-06,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.9591190594732,40.474572297709564
11941,0080P00292000000,306 47TH ST,2019,2017-04-06,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.95906653235966,40.474534702401655
11942,0080P00293000000,310 47TH ST,2020,2017-04-06,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.95901414700552,40.47449721918853
