_id,pin,address,billing_city,current_delq,prior_years,state_description,neighborhood,council_district,ward,public_works_division,pli_division,police_zone,fire_zone,longitude,latitude
153347,0174L00311000000,BAXTER ST,"PITTSBURGH, PA",0,17,Residential,Homewood North,9,13,2,13,5,3-17,-79.88919475504241,40.45700491836734
153348,0174H00220000000,FERNDALE ST,"PITTSBURGH, PA",7.62,17,Residential,Homewood North,9,13,2,13,5,3-17,-79.88444320166472,40.459188281454665
153349,0174B00233000000,7341 MOUNT VERNON ST,"PITTSBURGH, PA",184.89,17,Residential,Homewood North,9,13,2,13,5,3-17,-79.89118225959636,40.460535787939484
153350,0174G00259000A00,1202 PINERIDGE ST,"PITTSBURGH, PA",213.49,17,Residential,Homewood North,9,13,2,13,5,3-17,-79.88960934793067,40.45914922131621
153351,0174A00195000000,7046 KEDRON ST,"PITTSBURGH, PA",72.25,17,Residential,Homewood North,9,13,2,13,5,3-18,-79.89822610471184,40.46135209383564
153352,0174H00143000000,BLACKADORE ST,"PITTSBURGH, PA",64.8,17,Residential,Homewood North,9,13,2,13,5,3-17,-79.88356052303922,40.45809794904968
153353,0175D00067000000,CORA ST,"VERONA, PA",5.73,17,Residential,Homewood South,9,13,2,13,5,3-17,-79.88686272513603,40.451664775419275
153354,0175C00311000000,HALE ST,"PITTSBURGH, PA",5.73,17,Residential,Homewood South,9,13,2,13,5,3-17,-79.88823483786865,40.45150630514827
153355,0175D00165000000,7928 INGLENOOK PL,"PITTSBURGH, PA",310.69,17,Residential,Homewood South,9,13,2,13,5,3-17,-79.88474262633419,40.450877437248344
153356,0174R00096000000,KELLY ST,"PITTSBURGH, PA",0,17,Residential,Homewood South,9,13,2,13,5,3-17,-79.89017990580001,40.453690242841205
153357,0175C00256000000,ALSACE ST,"ABBEVILLE, AL",5.73,17,Residential,Homewood South,9,13,2,13,5,3-17,-79.88956766638736,40.45134422368511
153358,0175C00279000000,FRAM ST,"PITTSBURGH, PA",5.73,17,Residential,Homewood South,9,13,2,13,5,3-17,-79.88885995343865,40.45155797412652
153359,0175C00306000000,HALE ST,"GIBSONIA, PA",53.37,17,Residential,Homewood South,9,13,2,13,5,3-17,-79.88805233903147,40.45173808830329
153360,0174S00078000000,7810 BENNETT ST,"PITTSBURGH, PA",564.18,17,Residential,Homewood South,9,13,2,13,5,3-17,-79.88636385626428,40.45383742277066
153361,0175C00286000000,FRAM ST,"PITTSBURGH, PA",5.73,17,Residential,Homewood South,9,13,2,13,5,3-17,-79.88871688665454,40.45122714054621
153362,0175L00005000000,HILL AVE,"CHICAGO, IL",60.99,17,Residential,Homewood South,9,13,2,13,5,3-17,-79.88787157861502,40.44768119187281
153363,0129G00056000000,UPTEGRAF ST,"PITTSBURGH, PA",428.86,17,Residential,Swisshelm Park,5,14,3,14,4,2-19,-79.90452111776447,40.42071208037766
153364,0041C00092000000,STRAKA ST,"HEPING DISTRIC, ",13.35,17,Residential,Crafton Heights,2,20,5,20,6,1-16,-80.05479624400455,40.45240035272815
153365,0076F00004000000,HARBISON ST,"PITTSBURGH, PA",386.93,17,Residential,Brighton Heights,1,27,1,27,1,1-14,-80.02830386566589,40.47896254559973
153366,0075C00238000000,1502 DAVIS AVE,"PITTSBURGH, PA",0,17,Residential,Brighton Heights,1,27,1,27,1,1-14,-80.03796843222192,40.48106241895236
153367,0076F00005000000,HARBISON ST,"PITTSBURGH, PA",388.82,17,Residential,Brighton Heights,1,27,1,27,1,1-14,-80.02820610949954,40.47915374806473
153368,0075H00030000000,MCCLURE AVE,"PITTSBURGH, PA",15.25,17,Residential,Brighton Heights,1,27,1,27,1,1-14,-80.03587103673641,40.478503583715884
153369,0115F00204000000,OAKDALE ST,"PITTSBURGH, PA",47.66,17,Residential,Brighton Heights,1,26,1,26,1,1-15,-80.02702190936203,40.48903144524588
153370,0076F00003000000,HARBISON ST,"PITTSBURGH, PA",182.98,17,Residential,Brighton Heights,1,27,1,27,1,1-14,-80.02841246827771,40.47883055453895
153371,0075L00088000000,BAINTON ST,"PITTSBURGH, PA",381.2,17,Residential,Brighton Heights,6,27,1,27,1,1-14,-80.03699906851676,40.4746281355575
153372,0004N00137000000,WADE ST,"TULSA, OK",257.32,17,Residential,Mount Washington,2,19,5,19,3,4-27,-80.01212506591604,40.424554216668156
153373,0004P00034000000,NORTON ST,"PITTSBURGH, PA",287.82,17,Residential,Mount Washington,2,19,5,19,3,4-27,-80.01189653294765,40.424921166003365
153374,0004R00009000000,209 BOGGS AVE REAR,"PITTSBURGH, PA",341.72,17,Residential,Mount Washington,2,19,5,19,3,4-27,-80.0074737228045,40.425805422159264
153375,0003H00361000000,S 13TH ST,,3.81,17,Residential,South Side Flats,3,17,4,17,3,4-24,-79.98561040165255,40.430423153105394
153376,0010D00170000A00,FRANCIS ST,"PITTSBURGH, PA",7.62,17,Residential,Bedford Dwellings,6,5,3,5,2,2-5,-79.96984480772932,40.45128388654121
153377,0010D00170000C00,FRANCIS ST,"PITTSBURGH, PA",5.73,17,Residential,Bedford Dwellings,6,5,3,5,2,2-5,-79.9697725525239,40.45117438906047
153378,0010D00170000B00,FRANCIS ST,,5.73,17,Residential,Bedford Dwellings,6,5,3,5,2,2-5,-79.96979451608101,40.45120835598234
153379,0010D00170000000,FRANCIS ST,"PAINESVILLE, OH",5.73,17,Residential,Bedford Dwellings,6,5,3,5,2,2-5,-79.96981741673721,40.4512451890782
153380,0010D00160000000,WEBSTER AVE,"PITTSBURGH, PA",5.73,17,Residential,Bedford Dwellings,6,5,3,5,2,2-5,-79.96914353980621,40.45122512468779
153381,0010D00161000000,WEBSTER AVE,"PITTSBURGH, PA",5.73,17,Residential,Bedford Dwellings,6,5,3,5,2,2-5,-79.96909311364026,40.45124358266989
153382,0010D00168000A00,WEBSTER AVE,"PITTSBURGH, PA",5.73,17,Residential,Bedford Dwellings,6,5,3,5,2,2-5,-79.96962449288993,40.45102296515116
153383,0010D00166000000,WEBSTER AVE,"PITTSBURGH, PA",5.73,17,Residential,Bedford Dwellings,6,5,3,5,2,2-5,-79.96928601394848,40.45116529645198
153384,0010D00174000000,FRANCIS ST,"PITTSBURGH, PA",11.44,17,Residential,Bedford Dwellings,6,5,3,5,2,2-5,-79.97025714958832,40.451128337432415
153385,0023F00247000000,CARRINGTON ST,"PITTSBURGH, PA",9.54,17,Residential,Central Northside,1,25,1,25,1,1-21,-80.01135400780352,40.458391937079725
153386,0023F00168000000,E JEFFERSON ST,"PITTSBURGH, PA",9.54,17,Residential,Central Northside,1,25,1,25,1,1-21,-80.0091809261778,40.45920371895685
153387,0077G00167000000,139 CHICAGO ST,"PITTSBURGH, PA",693.78,17,Residential,Northview Heights,1,26,1,26,1,1-13,-80.00476371410468,40.47745393999997
153388,0013C00248000000,BURHAM ST,"PITTSBURGH, PA",80.05,17,Residential,South Side Slopes,3,16,4,16,3,4-22,-79.9722729734869,40.42116433398644
153389,0013H00046000000,2724 NILES ST,"PITTSBURGH, PA",0,17,Residential,South Side Slopes,3,16,4,16,3,4-22,-79.96941613780338,40.420265131961756
153390,0013C00283000000,ELEANOR ST,,3.81,17,Residential,South Side Slopes,3,16,4,16,3,4-22,-79.97274876847794,40.4218752417899
153391,0044D00151000000,FORSYTHE ST,"PITTSBURGH, PA",325.94,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03292688101175,40.47103828243006
153392,0044D00225000000,2909 CALIFORNIA AVE,"PITTSBURGH, PA",562.28,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03632881618658,40.470279031749875
153393,0075M00329000000,LECKY AVE,"PITTSBURGH, PA",7.62,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03359152219663,40.47552129848184
153394,0045N00019000000,SORRELL ST,"GIBSONIA, PA",322.12,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-9,-80.02873160938701,40.46441511041711
153395,0045N00311000000,COLORADO ST,"PITTSBURGH, PA",9.54,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-9,-80.03138149341386,40.463683138855664
153396,0044H00245000000,2704 CALIFORNIA AVE,"SEVIERVILLE, TN",512.73,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03506958171958,40.46823005364669
153397,0044D00025000000,ECKERT ST,"PITTSBURGH, PA",331.64,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03287155591639,40.47159578351673
153398,0076J00286000000,9 COURTRIGHT ST,"PITTSBURGH, PA",442.22,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03122292836852,40.475345593459494
153399,0076N00136000000,3122 SHADELAND AVE,"KITTANNING, PA",571.82,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03132709974497,40.47394959938053
153400,0044D00263000000,FORSYTHE ST,"PITTSBURGH, PA",15.25,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.0347446178599,40.47058108050079
153401,0045A00269000000,2812 FREDERICK ST,"PITTSBURGH, PA",447.92,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.0297300818031,40.4702904374913
153402,0076K00218000000,HALL ST,"BALTIMORE, MD",386.93,17,Residential,Marshall-Shadeland,1,27,1,27,1,1-14,-80.028375944541,40.47669449658411
153403,0045N00258000000,COLORADO ST,,9.54,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-9,-80.03105095555904,40.46353821665752
153404,0045N00131000000,MANNHEIM ST,"CORAL GABLES, FL",13.35,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-9,-80.03007405765972,40.46383499032957
153405,0045A00271000000,FREDERICK ST,"GIBSONIA, PA",310.69,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02978449057098,40.47046183673061
153406,0045B00122000000,2719 MCDOWELL ST,"PITTSBURGH, PA",1217.94,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02684423470741,40.47035778424717
153407,0045N00012000000,1314 HALSEY PL,"PITTSBURGH, PA",457.44,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-9,-80.02918008413478,40.46467122259561
153408,0076J00285000000,4 COURTRIGHT ST,"PITTSBURGH, PA",16.92,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03115562196889,40.475357054752244
153409,0044H00059000000,TOBERG ST,"PITTSBURGH, PA",13.35,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03359473817987,40.46758102499712
153410,0044D00174000000,1520 FORSYTHE ST,"PITTSBURGH, PA",657.58,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03444428331223,40.47087156836704
153411,0076N00283000000,3043 WADLOW ST,"PITTSBURGH, PA",537.52,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02998627311698,40.47309187686834
153412,0045N00139000000,2359 MCCOOK ST,"WEST VIEW, PA",602.3,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-9,-80.03017957549983,40.46417720433111
153413,0076J00382000000,1317 WOODS RUN AVE,"PITTSBURGH, PA",432.67,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03229547527467,40.476231668714156
153414,0075S00276000000,GEYER AVE,"PITTSBURGH, PA",66.72,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03463156452257,40.473196497541494
153415,0045N00301000000,CALIFORNIA AVE,"PITTSBURGH, PA",3.81,17,Residential,Marshall-Shadeland,6,27,1,27,1,1-9,-80.0312171672489,40.46304122614348
153416,0049R00359000000,EWING ST,"PITTSBURGH, PA",9.54,17,Residential,Lower Lawrenceville,7,9,1,9,2,3-6,-79.9554810148448,40.462606987521106
153417,0045R00018000000,1102 SUCCESS ST,,676.64,17,Residential,California-Kirkbride,6,21,1,21,1,1-9,-80.02379460433664,40.463160135383376
153418,0022A00167000000,ATMORE ST,"PITTSBURGH, PA",9.54,17,Residential,California-Kirkbride,6,21,1,21,1,1-9,-80.03005868466414,40.46187095789208
153419,0022D00099000000,KIRKBRIDE ST,"ELMHURST, IL",377.39,17,Residential,California-Kirkbride,6,25,1,25,1,1-9,-80.01910710170023,40.460211272125704
153420,0023J00001000000,1521 BRIGHTON RD,"PITTSBURGH, PA",705.22,17,Residential,California-Kirkbride,1,25,1,25,1,1-21,-80.01611338388024,40.457391599872594
153421,0022B00074000000,MARVISTA ST,"NEW YORK, NY",232.53,17,Residential,California-Kirkbride,6,21,1,21,1,1-9,-80.02633676786337,40.46188636041712
153422,0033H00278000000,WALTER AVE,"LONG ISLAND CI, NY",185.53,17,Residential,Mount Oliver Borough,,,,,,,,
153423,0014S00293000000,PENN AVE,"MOUNT OLIVER, PA",182.45,17,Residential,Mount Oliver Borough,,,,,,,,
153424,0014M00289000000,102 BROWNSVILLE RD,"PITTSBURGH, PA",0,17,Commercial,Mount Oliver Borough,,,,,,,,
153425,0014S00294000000,199 PENN AVE,"ELCO, PA",174.25,17,Residential,Mount Oliver Borough,,,,,,,,
153426,0014M00165000000,KOEHLER ST,"NEW BEDFORD, MA",143.5,17,Residential,Mount Oliver Borough,,,,,,,,
153427,0024A00163000000,58 ROSTOCK ST,"PITTSBURGH, PA",486.04,17,Residential,Spring Hill-City View,1,24,1,24,1,1-24,-79.99688874606912,40.46232850674269
153428,0047N00126000000,SOLAR ST,,9.54,17,Residential,Spring Hill-City View,1,24,1,24,1,1-24,-79.99758749811956,40.46279210615357
153429,0047R00045000000,RHINE ST,"MILTON, FL",251.59,17,Residential,Spring Hill-City View,1,24,1,24,1,1-24,-79.9908608910276,40.46298601820941
153430,0047E00043000000,906 MINA ST,"PITTSBURGH, PA",259.21,17,Residential,Spring Hill-City View,1,26,1,26,1,1-11,-79.99900057361188,40.46904734119359
153431,0024A00157000000,46 ROSTOCK ST,"PITTSBURGH, PA",48.46,17,Residential,Spring Hill-City View,1,24,1,24,1,1-24,-79.99738961024524,40.462196141148155
153432,0046H00052000000,LUELLA ST,"PITTSBURGH, PA",9.54,17,Residential,Spring Hill-City View,1,26,1,26,1,1-11,-79.9999111077605,40.468514593398325
153433,0047E00151000000,ROYAL ST,"PITTSBURGH, PA",9.54,17,Residential,Spring Hill-City View,1,26,1,26,1,1-11,-79.99869138336666,40.46784724255467
153434,0024B00150000000,ITIN ST,"PITTSBURGH, PA",11.44,17,Residential,Spring Hill-City View,1,24,1,24,1,1-24,-79.9917399090088,40.46219775337458
153435,0047N00096000000,BRAHM ST,"BETHEL PARK, PA",148.67,17,Residential,Spring Hill-City View,1,24,1,24,1,1-24,-79.9983087120375,40.46284609655913
153436,0024B00343000000,4 DIANA ST,"PITTSBURGH, PA",266.86,17,Residential,Spring Hill-City View,1,24,1,24,1,1-24,-79.99173038900558,40.46154477919621
153437,0172R00069000000,FUNSTON ST,"GLENSHAW, PA",19.06,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.88814347930628,40.47249485071135
153438,0173F00096000000,WESTMORELAND AVE,"PITTSBURGH, PA",26.68,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.8945676197312,40.46765184655065
153439,0124L00085000000,6521 DEARY ST,"PITTSBURGH, PA",775.75,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90492075510569,40.466863597895
153440,0124S00031000000,DEARY ST,"PITTSBURGH, PA",72.43,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.9014193548622,40.46479481032952
153441,0124M00339000000,HYATT ST,"PITTSBURGH, PA",62.91,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90101936636113,40.467035216408725
153442,0124M00406000000,1305 OLIVANT ST,"PHILADELPHIA, PA",409.8,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.89975124739215,40.4671281430417
153443,0124H00157000000,PAULSON AVE,"SICKLERVILLE, NJ",11.44,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.9000768290799,40.469511161864546
153444,0124M00343000000,HYATT ST,"PITTSBURGH, PA",78.16,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90122367559717,40.4669119731498
153445,0173G00244000000,SOMERSET ST,"MONROEVILLE, PA",9.54,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.88968164560872,40.46749930814147
153446,0173K00083000000,LEMINGTON AVE,"PHILADELPHIA, PA",7.62,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.89321247692571,40.46677093834746
153447,0173E00083000000,MONTEZUMA ST,"IRVING, TX",60.99,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.89730919100477,40.46909966748758
153448,0173J00261000000,GROTTO ST,"PITTSBURGH, PA",13.35,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.89740279911176,40.465004687265946
153449,0172R00015000000,LINCOLN AVE,"NORTH HILLS, CA",57.18,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.89045602226267,40.47231313188425
153450,0172R00072000000,FUNSTON ST,"GLENSHAW, PA",11.44,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.88842169708828,40.47247107017933
153451,0172R00070000000,FUNSTON ST,"GLENSHAW, PA",11.44,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.88823056905059,40.47248785208216
153452,0124H00324000000,BRAINARD ST,"SAN JOSE, CA",53.37,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90095479692434,40.4679915289022
153453,0173F00097000000,WESTMORELAND AVE,"PITTSBURGH, PA",13.35,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.8946136978929,40.46770957758879
153454,0173B00117000000,LINCOLN AVE,"ATLANTA, GA",0,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.89176544150617,40.470908335115915
153455,0124H00321000000,BRAINARD ST,"JACKSONVILLE, FL",9.54,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90069868549689,40.467846152630976
153456,0124D00212000000,6428 OLIVANT ST,"PITTSBURGH, PA",695.7,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90220483608182,40.47115278251213
153457,0124G00257000000,6405 APPLE ST,"PITTSBURGH, PA",768.12,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90600297659343,40.468603300759035
153458,0173C00144000000,BROADHEAD ST,"MILTON, FL",22.87,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.88958082439846,40.47025251628033
153459,0173E00319000000,GROTTO ST,"PITTSBURGH, PA",68.62,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.89625423165177,40.46787363591522
153460,0124G00236000000,PAULSON AVE,"PITTSBURGH, PA",76.24,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.9043153887599,40.467450444211096
153461,0124H00323000000,6604 BRAINARD ST,"REDLANDS, CA",594.69,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90080280108222,40.46791363840247
153462,0124S00094000000,6716 ROWAN ST,"PITTSBURGH, PA",154.4,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90268318939123,40.464050690636164
153463,0124L00235000000,ROWAN ST,"VERONA, PA",22.87,17,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90628823709382,40.46666420073684
153464,0135D00022000000,CALERA ST,"MCKEESPORT, PA",198.22,18,Residential,Hays,5,31,4,31,4,4-20,-79.93308500885405,40.38326963599449
153465,0135H00132000000,618 CALERA ST,"EIGHTY FOUR, PA",867.24,18,Residential,Hays,5,31,4,31,4,4-20,-79.93351935579338,40.38213628203921
153466,0134P00130000000,LEBANON RD,"PITTSBURGH, PA",228.72,18,Residential,Hays,5,31,4,31,4,4-20,-79.92711776412318,40.37683656402358
153467,0091J00010000000,BALDWIN RD,"WEST MIFFLIN, PA",22.87,18,Commercial,Hays,5,31,4,31,4,4-20,-79.93239558018074,40.38869478465062
153468,0042D00206000000,SAGINAW ST,"EXPORT, PA",19.06,18,Residential,Esplen,2,20,5,20,6,1-27,-80.0504632204075,40.46052926741576
153469,0042D00207000000,SAGINAW ST,"EXPORT, PA",19.06,18,Residential,Esplen,2,20,5,20,6,1-27,-80.05051704921203,40.460476462221784
153470,0042C00203000000,TABOR ST,"PITTSBURGH, PA",444.11,18,Residential,Esplen,2,20,5,20,6,1-27,-80.0554323460329,40.46178108895885
153471,0042D00157000000,3217 W CARSON ST,"MC KEES ROCKS, PA",5.73,18,Residential,Esplen,2,20,5,20,6,1-27,-80.05083748271045,40.46124574283024
153472,0033R00337000000,1138 BROWNSVILLE RD,"PITTSBURGH, PA",1372.34,18,Commercial,Carrick,4,29,4,29,3,4-7,-79.99073482495064,40.40429827557969
153473,0060P00187000000,PARKFIELD ST,,5.73,18,Residential,Carrick,4,29,4,29,3,4-23,-79.99270050562971,40.39462600724456
153474,0019C00139000000,JANEWOOD WAY,"PITTSBURGH, PA",272.57,18,Residential,Elliott,2,20,5,20,6,1-17,-80.03895862660075,40.44197430471271
153475,0020S00097000000,HERNDON ST,"PITTSBURGH, PA",268.76,18,Residential,Elliott,2,20,5,20,6,1-17,-80.03566094797061,40.443897714953536
153476,0019C00121000000,716 LINHART ST,"MC DONALD, PA",548.95,18,Residential,Elliott,2,20,5,20,6,1-17,-80.03824968797728,40.44168418506171
153477,0019C00133000000,JANEWOOD WAY,"PITTSBURGH, PA",55.28,18,Residential,Elliott,2,20,5,20,6,1-17,-80.03870599727756,40.441754784713
153478,0124K00263000000,650 PAULSON AVE,"PITTSBURGH, PA",554.65,18,Residential,Larimer,9,12,2,12,5,3-12,-79.9085307851888,40.46552546979638
153479,0039K00122000000,BALDWICK RD,"PITTSBURGH, PA",9.54,18,Commercial,Oakwood,2,28,5,28,6,1-19,-80.06009889979953,40.42690371906013
153480,0071R00060000000,MIDDLETOWN RD,"BETHEL PARK, PA",253.51,18,Residential,Windgap,2,28,5,28,6,1-16,-80.07206669074073,40.452920446025196
153481,0071K00193000000,SUMMERDALE ST,"PITTSBURGH, PA",304.96,18,Residential,Windgap,2,28,5,28,6,1-16,-80.07630944604597,40.456111244903695
153482,0046P00239000000,LAFAYETTE AVE,"GIBSONIA, PA",7.62,18,Residential,Fineview,6,25,1,25,1,1-10,-80.00932698491084,40.464950873672606
153483,0046R00104000000,CEMETERY ST,"TRAFFORD, PA",11.44,18,Residential,Fineview,1,25,1,25,1,1-10,-80.00611951612467,40.462598384233964
153484,0050B00210000100,SULLIVAN ST,"PITTSBURGH, PA",5.73,18,Residential,Garfield,9,10,2,10,5,3-4,-79.94417207741542,40.471075613323514
153485,0050J00032000A00,N MATHILDA ST,,9.54,18,Residential,Garfield,9,10,2,10,5,3-4,-79.94596720316495,40.46663125837076
153486,0050H00124000000,COLUMBO ST,"PITTSBURGH, PA",5.73,18,Residential,Garfield,9,11,2,11,5,3-4,-79.93360820383498,40.46841481651766
153487,0050K00131000000,5127 BROAD ST,"ALLISON PARK, PA",350.7,18,Residential,Garfield,9,10,2,10,5,3-4,-79.9413654911556,40.46652913216852
153488,0050L00289000000,N PACIFIC AVE,,9.54,18,Residential,Garfield,9,10,2,10,5,3-4,-79.94013684024429,40.46507180694326
153489,0050M00021000A00,5352 ROSETTA ST,"PITTSBURGH, PA",987.33,18,Residential,Garfield,9,10,2,10,5,3-4,-79.93617600993227,40.46701045254146
153490,0050M00169000000,KINCAID ST,"PITTSBURGH, PA",17.16,18,Residential,Garfield,9,11,2,11,5,3-4,-79.93472423332798,40.466372291649506
153491,0050C00031000000,5165 SCHENLEY AVE,"PITTSBURGH, PA",911.06,18,Residential,Garfield,9,10,2,10,5,3-4,-79.93916462920355,40.47219204490145
153492,0050M00025000000,5362 ROSETTA ST,"PITTSBURGH, PA",994.95,18,Residential,Garfield,9,10,2,10,5,3-4,-79.93597411732314,40.466908236508644
153493,0042N00096000000,1221 FAULKNER ST,"PITTSBURGH, PA",436.48,18,Residential,Sheraden,2,20,5,20,6,1-16,-80.06408828229115,40.45441369991238
153494,0021J00072000000,2740 SACRAMENTO AVE,"CLAIRTON, PA",571.82,18,Residential,Sheraden,2,20,5,20,6,1-16,-80.04844121347304,40.45605979597111
153495,0042G00311000000,SLOPE ST,"SARASOTA, FL",215.39,18,Residential,Sheraden,2,20,5,20,6,1-16,-80.05773716870134,40.45876500930352
153496,0042H00098000000,STAFFORD ST,"MURRYSVILLE, PA",135.34,18,Residential,Sheraden,2,20,5,20,6,1-16,-80.0533238048606,40.45934090608324
153497,0021J00038000000,SACRAMENTO AVE,"STAFFORD, TX",66.72,18,Residential,Sheraden,2,20,5,20,6,1-16,-80.04900883537138,40.4560140445797
153498,0042S00092000000,BERGMAN ST,"PITTSBURGH, PA",7.62,18,Residential,Sheraden,2,20,5,20,6,1-16,-80.05154893354502,40.45287632363888
153499,0042P00085000000,3106 UNIVERSAL ST,"PITTSBURGH, PA",518.46,18,Residential,Sheraden,2,20,5,20,6,1-16,-80.06088568560055,40.45397380186132
153500,0021N00055000000,2657 MERWYN AVE,"GRAYSVILLE, PA",373.59,18,Residential,Sheraden,2,20,5,20,6,1-16,-80.04852406940576,40.45337989103867
153501,0021P00188000000,ROCKYHILL ST,,7.62,18,Residential,Sheraden,2,20,5,20,6,1-16,-80.04248958037077,40.45427351622872
153502,0021N00054000000,MERWYN AVE,"GRAYSVILLE, PA",268.76,18,Residential,Sheraden,2,20,5,20,6,1-16,-80.04868663834243,40.45338119927203
153503,0021P00057000000,WASHVILLE ST,,7.62,18,Residential,Sheraden,2,20,5,20,6,1-16,-80.04515000095589,40.45473542821132
153504,0042G00275000000,3259 MOTOR ST,"PITTSBURGH, PA",264.95,18,Residential,Sheraden,2,20,5,20,6,1-16,-80.05696694571687,40.45917080373777
153505,0021J00040000000,SACRAMENTO AVE,"STAFFORD, TX",266.84,18,Residential,Sheraden,2,20,5,20,6,1-16,-80.04893152699186,40.45593115286681
153506,0042C00074000000,STADIUM ST,"PITTSBURGH, PA",207.76,18,Residential,Sheraden,2,20,5,20,6,1-16,-80.05392956182048,40.460708669285374
153507,0040R00196000600,KEEVER AVE,"PITTSBURGH, PA",7.62,18,Residential,Westwood,2,28,5,28,6,1-18,-80.05595810748152,40.43447264812084
153508,0040S00161000000,BARTOW ST,,3.81,18,Residential,Westwood,2,28,5,28,6,1-18,-80.05314698150316,40.43543254545858
153509,0040R00196000100,KEEVER AVE,,7.62,18,Residential,Westwood,2,28,5,28,6,1-18,-80.05597030025908,40.43455847794935
153510,0014C00283000000,E WARRINGTON AVE,"BUTLER, PA",5.73,18,Residential,Allentown,3,18,4,18,3,4-6,-79.98987687311474,40.42164107297076
153511,0014B00408000000,EXCELSIOR ST,"PITTSBURGH, PA",76.24,18,Residential,Allentown,3,18,4,18,3,4-5,-79.99139753419688,40.42315898953066
153512,0014G00062000000,FREELAND ST,"PITTSBURGH, PA",55.28,18,Residential,Allentown,3,18,4,18,3,4-6,-79.99024388487389,40.41899501167894
153513,0014C00286000000,E WARRINGTON AVE,,9.54,18,Residential,Allentown,3,18,4,18,3,4-6,-79.9896726679331,40.42162079727311
153514,0014C00303000000,E WARRINGTON AVE,"PITTSBURGH, PA",9.54,18,Residential,Allentown,3,17,4,17,3,4-6,-79.98816156688397,40.42175907948063
153515,0013M00217000000,COLOGNE ST,"PITTSBURGH, PA",152.48,18,Residential,Arlington,3,16,4,16,3,4-8,-79.96926607202933,40.41696194723399
153516,0013S00261000000,SPRING ST,"PITTSBURGH, PA",192.52,18,Residential,Arlington,3,16,4,16,3,4-8,-79.96993099191053,40.415557337212334
