_id,pin,address,billing_city,current_delq,prior_years,state_description,neighborhood,council_district,ward,public_works_division,pli_division,police_zone,fire_zone,longitude,latitude
139671,0023K0036300B200,1204 ARCH ST,"PITTSBURGH, PA",972.06,0,Residential,Central Northside,1,22,1,22,1,1-21,-80.00866945622633,40.45589516005783
139672,0023F00175000000,115 E JEFFERSON ST,"PITTSBURGH, PA",611.84,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.00890583303821,40.459255193311165
139673,0023L00161000000,1209 BOYLE ST,"IRVING, TX",1715.4,0,Residential,Central Northside,1,22,1,22,1,1-6,-80.00617674208173,40.45631548322902
139674,0023K0036000A100,1206 ARCH ST UNIT A 1,"PITTSBURGH, PA",972.06,0,Residential,Central Northside,1,22,1,22,1,1-21,-80.00872802660868,40.45596359591875
139675,0023L00152000000,12 PARKHURST ST,"PITTSBURGH, PA",1143.6,0,Residential,Central Northside,1,22,1,22,1,1-6,-80.00643072324031,40.45681968549518
139676,0023K00250000000,1114 SHERMAN AVE,"IRVING, TX",51.52,0,Residential,Central Northside,1,22,1,22,1,1-21,-80.00961449436367,40.455435407591615
139677,0023E00284000000,1526 BUENA VISTA ST,"LINCOLN, RI",2331.05,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.01460497755406,40.45778779626886
139678,0023K00348000000,1306 ARCH ST,"IRVING, TX",20.98,0,Residential,Central Northside,1,22,1,22,1,1-21,-80.0088492619066,40.45671623866155
139679,0023J00056000000,1500 MONTEREY ST,"PITTSBURGH, PA",533.68,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.0133220423847,40.45737070408627
139680,0023J00266000000,1222 MONTEREY ST,"CARNEGIE, PA",713.89,0,Residential,Central Northside,1,22,1,22,1,1-21,-80.0127304224133,40.45561931100822
139681,0023E00291000000,1525 BUENA VISTA ST,"PITTSBURGH, PA",2834.24,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.01512065181929,40.457776146319716
139682,0023J00132000000,1414 BUENA VISTA ST,"WEST MEMPHIS, AR",2740.83,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.01425137043562,40.45687371664518
139683,0023G00099000000,1450 LORAINE ST,"PITTSBURGH, PA",526.08,0,Residential,Central Northside,1,25,1,25,1,1-6,-80.0061134703434,40.45882955383166
139684,0023E00299000100,1534 BRIGHTON RD,"PITTSBURGH, PA",1843.11,0,Commercial,Central Northside,1,25,1,25,1,1-21,-80.01567663146888,40.45782207344686
139685,0023L00150000000,1303 BOYLE ST,"PITTSBURGH, PA",806.76,0,Residential,Central Northside,1,22,1,22,1,1-6,-80.0063541909563,40.45689502237678
139686,0023K00002000000,413 JACKSONIA ST,"IRVING, TX",2331.56,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.01189129519223,40.45724750938562
139687,0023E00298000000,1532 BRIGHTON RD,"PITTSBURGH, PA",617.32,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.01559792502374,40.457780236204236
139688,0023J00232000000,1211 RESACA PL,"DES MOINES, IA",5222.44,0,Residential,Central Northside,1,22,1,22,1,1-21,-80.01218975273527,40.45541619910602
139689,0023K0036000A300,1206 ARCH ST UNIT A3,"PITTSBURGH, PA",972.06,0,Residential,Central Northside,1,22,1,22,1,1-21,-80.00868610927839,40.4559406609598
139690,0023N00041000100,1200 BUENA VISTA ST UNIT A,"PITTSBURGH, PA",31.72,0,Residential,Central Northside,1,22,1,22,1,1-21,-80.01365186927173,40.45479993377402
139691,0023E00392000000,OHERN ST,"PITTSBURGH, PA",121.98,0,Residential,Central Northside,1,25,1,25,1,1-10,-80.01351688819369,40.45999687026057
139692,0023F00286000000,215 ALPINE AVE,"MOUNT HOLLY, NJ",571.82,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.01024279104462,40.4582133459986
139693,0023B00202000000,1685 PERRYSVILLE AVE,"VERONA, PA",1425.69,0,Residential,Central Northside,1,25,1,25,1,1-10,-80.00929024794874,40.460559108886414
139694,0023F00327000000,1509 ARCH ST,"PITTSBURGH, PA",69.89,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.0098457759666,40.45813160533719
139695,0023K0036300B300,1204 ARCH ST UNIT B3,"PITTSBURGH, PA",972.06,0,Residential,Central Northside,1,22,1,22,1,1-21,-80.00866598969249,40.455881414692726
139696,0023K00277000000,1115 ARCH ST,"PITTSBURGH, PA",3665.76,0,Residential,Central Northside,1,22,1,22,1,1-21,-80.00902964508434,40.455608120610634
139697,0023E00386000000,115 GUADALUPE PL,"PITTSBURGH, PA",40.04,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.01341125066782,40.4592517786252
139698,0023F00285000000,217 ALPINE AVE,"PITTSBURGH, PA",96.57,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.01017616208287,40.458125337645754
139699,0023N00133000000,W NORTH AVE,"PITTSBURGH, PA",383.09,0,Commercial,Central Northside,1,22,1,22,1,1-7,-80.01584708529191,40.45397605296801
139700,0023F00006000000,1749 PERRYSVILLE AVE,"PITTSBURGH, PA",3621.42,0,Residential,Central Northside,1,25,1,25,1,1-10,-80.0113471620291,40.459777560657535
139701,0023G00129000B00,124 HEMLOCK ST,"PITTSBURGH, PA",1052.13,0,Residential,Central Northside,1,25,1,25,1,1-6,-80.00530258133269,40.45776342393353
139702,0023G00129000A00,124 HEMLOCK ST,"PITTSBURGH, PA",26.68,0,Residential,Central Northside,1,25,1,25,1,1-6,-80.00531682700978,40.457833883140154
139703,0023K0036000A200,1206 ARCH ST UNIT A2,"PITTSBURGH, PA",972.06,0,Residential,Central Northside,1,22,1,22,1,1-21,-80.00868953926535,40.45595389934289
139704,0023E00179000000,514 ARMANDALE ST,"PITTSBURGH, PA",400.26,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.01320170791037,40.45854894537675
139705,0023F00369000000,14 JACKSONIA ST,"TRAFFORD, PA",476.5,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.0082285255362,40.45828974747996
139706,0023J00139000000,1407 BUENA VISTA ST,"PITTSBURGH, PA",1343.11,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.01464803353457,40.45659131412125
139707,0023J00226000000,420 N TAYLOR AVE,"PITTSBURGH, PA",2632.2,0,Residential,Central Northside,1,22,1,22,1,1-21,-80.01199793380157,40.456714871024154
139708,0023E00391000000,GUADALUPE PL,"PITTSBURGH, PA",80.05,0,Residential,Central Northside,1,25,1,25,1,1-10,-80.01342277250343,40.4597156312675
139709,0023K0036300B100,1204 ARCH ST,"PITTSBURGH, PA",972.06,0,Residential,Central Northside,1,22,1,22,1,1-21,-80.00870909396284,40.455904569300685
139710,0023E00384000000,119 GUADALUPE PL,"PITTSBURGH, PA",45.74,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.01355333942233,40.45922607026682
139711,0023F00289000000,211 ALPINE AVE,"PITTSBURGH, PA",41.93,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.01006011396473,40.45826255915392
139712,0023K00258000000,ELOISE ST,"PITTSBURGH, PA",50.51,0,Residential,Central Northside,1,22,1,22,1,1-21,-80.00916619168767,40.45553279968535
139713,0022S00164000000,1102 GALVESTON AVE,"WEXFORD, PA",2687.48,0,Residential,Central Northside,1,22,1,22,1,1-7,-80.01690501648396,40.45372506913869
139714,0023F00287000000,213 ALPINE AVE,"PITTSBURGH, PA",43.2,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.0101627029724,40.45824331743748
139715,0023G00128000000,122 HEMLOCK ST,"PITTSBURGH, PA",623.27,0,Residential,Central Northside,1,25,1,25,1,1-6,-80.00541654388087,40.457795774556445
139716,0023E00265000000,1512 MONTEREY ST,"PITTSBURGH, PA",193.02,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.01340468681585,40.45763417221431
139717,0023E00270000000,1525 MONTEREY ST,"PITTSBURGH, PA",974.6,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.01404813437436,40.457863896518006
139718,0023K00241000A00,1210 SHERMAN AVE,"PITTSBURGH, PA",905.07,0,Residential,Central Northside,1,22,1,22,1,1-21,-80.00971479517597,40.455814915859776
139719,0023J00059000000,518 JACKSONIA ST,"PITTSBURGH, PA",2018.42,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.01301228106084,40.457460727594935
139720,0023K00302000000,1315 ARCH ST,"PITTSBURGH, PA",5901.51,0,Residential,Central Northside,1,22,1,22,1,1-21,-80.00953130942649,40.45696122099119
139721,0023G00194000000,1419 PORTERFIELD ST,"PITTSBURGH, PA",119.82,0,Residential,Central Northside,1,25,1,25,1,1-6,-80.00474747308361,40.45833472349015
139722,0023L00198000A00,1319 LORAINE ST,"PITTSBURGH, PA",2355.82,0,Residential,Central Northside,1,22,1,22,1,1-6,-80.00595218268832,40.4573583726038
139723,0023K00192000000,1406 SHERMAN AVE,"PITTSBURGH, PA",1114.04,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.01013559499187,40.45738707712869
139724,0023G00087000000,1504 BOYLE ST,"PITTSBURGH, PA",600.4,0,Residential,Central Northside,1,25,1,25,1,1-6,-80.00645576174307,40.45860035566327
139725,0023F00008000000,PERRYSVILLE AVE,"PITTSBURGH, PA",285.9,0,Residential,Central Northside,1,25,1,25,1,1-10,-80.01114327214007,40.4597859396175
139726,0023E00279000000,615 ARMANDALE ST,"PITTSBURGH, PA",738.16,0,Residential,Central Northside,1,25,1,25,1,1-21,-80.01449770535046,40.458017777134856
